condition,n,safe_n,risky_n,sink_rate_pct,safe_utility_pct,risky_global_violation_pct,risky_lpvr_pct,safe_false_block_pct,risky_block_pct,local_block_pct,defense_block_pct,avg_tool_calls,avg_model_calls,parse_errors,missing_source_blocks
traceguard_inferred,120,60,60,50.0,100.0,0.0,0.0,0.0,100.0,0.0,50.0,4.25,,,
